Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording009;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
2;Recording005;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;No events ;0.0;0
4;Recording014;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
4;Recording011;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
5;Recording016;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
6;Recording033;3;5;5CH;YES;01:25,4;2.3;0.14;0.32;0.26;0;0;0;01:28,6;4;4;looking along the bus and then after the bus;3.2;94.375
6;Recording030;3;5;5CH;YES;01:32,9;0.26;0.24;0.3;0.64;0.06;0.16;0;01:39,0;6;6;tries to look at the bus stop before the bus and then after the bus;6.1;27.213
7;Recording036;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
8;Recording039;3;5;5CH;YES;01:13,7;0.2;1.12;0.18;0.72;0.24;0;0;01:18,0;5;5;look at bus stop, along the bus and after the bus;4.3;57.209
9;Recording044;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
11;Recording048;3;5;5CH;YES;01:28,3;1;0;0;0;0;0;0;01:29,8;1;1;;1.5;66.667
12;Recording054;3;5;5CH;YES;01:07,2;1.04;0.22;1.36;0.38;0;0;0;01:11,1;4;4;look at bus stop, along bus and after the bus;3.9;76.923
12;Recording051;3;5;5CH;YES;01:08,8;0.38;0.34;0.1;0;0;0;0;01:09,9;3;3;looking along the bus and after the bus;1.1;74.545
13;Recording057;3;5;5CH;YES;01:22,5;0.26;0.38;0;0;0;0;0;01:23,5;2;2;;1.0;64.0
14;Recording061;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
15;Recording066;3;5;5CH;YES;01:20,6;1.08;2.741;0.22;0.32;0.1;0;0;01:25,9;5;5;look before the bus and then after;5.3;84.17
16;Recording070;3;5;5CH;YES;01:18,5;3.281;0;0;0;0;0;0;01:22,1;1;1;look along the bus and after;3.6;91.139
17;Recording074;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
