Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording007;2;3;4CV;YES;01:24,9;3.641;0;0;0;0;0;0;01:29,9;1;1;;5.0;72.82
4;Recording013;2;3;4CV;YES;00:57,1;2.66;0.86;0;0;0;0;0;01:02,8;2;2;;5.7;61.754
5;Recording019;2;3;4CV;YES;01:02,4;2.92;1.02;0;0;0;0;0;01:08,5;2;2;;6.1;64.59
5;Recording018;2;3;4CV;YES;01:10,4;2.42;2.7;0;0;0;0;0;01:16,2;2;2;;5.8;88.276
6;Recording031;2;3;4CV;YES;01:30,7;0.6;0.84;0;0;0;0;0;01:34,9;2;2;;4.2;34.286
7;Recording035;2;3;4CV;YES;01:23,1;0.64;2.56;2.5;0;0;0;0;01:30,4;3;3;;7.3;78.082
8;Recording040;2;3;4CV;YES;01:13,4;1.88;1.46;0;0;0;0;0;01:18,3;2;2;;4.9;68.163
9;Recording045;2;3;4CV;YES;01:15,6;1.74;0.2;0.4;0.18;0.14;0;0;01:20,9;5;5;;5.3;50.189
9;Recording042;2;3;4CV;YES;01:22,5;0.32;0.54;0.6;0;0;0;0;01:25,6;3;3;;3.1;47.097
11;Recording050;2;3;4CV;CRASH;01:20,5;2.3;1.06;0.7;0.86;0;0;0;01:26,8;4;4;Mesh are not activated;6.3;78.095
11;Recording047;2;3;4CV;YES;01:25,5;5.601;0.24;0;0;0;0;0;01:31,8;2;2;;6.3;92.714
12;Recording052;2;3;4CV;YES;00:49,9;0.64;0.76;0.8;1.8;0.28;0.28;0;00:56,0;6;6;;6.1;74.754
13;Recording056;2;3;4CV;YES;01:20,3;1.368;2;0.44;0.46;0.54;0.66;0;01:28,8;6;6;;8.5;64.329
14;Recording062;2;3;4CV;YES;00:55,2;1.28;1.68;0;0;0;0;0;00:59,8;2;2;;4.6;64.348
15;Recording068;2;3;4CV;YES;01:08,5;0.98;0.14;3.021;0;0;0;0;01:14,5;3;3;;6.0;69.017
15;Recording064;2;3;4CV;YES;01:33,2;0.14;0.58;1.66;0.54;0;0;0;01:37,8;4;4;;4.6;63.478
16;Recording071;2;3;4CV;YES;01:06,9;1.2;0.3;0.46;0.5;0.88;0;0;01:15,0;5;5;;8.1;41.235
17;Recording076;2;3;4CV;YES;01:08,6;0.5;0.48;0.62;0;0;0;0;01:12,9;3;3;;4.3;37.209
17;Recording073;2;3;4CV;YES;01:10,2;2.64;3.601;0;0;0;0;0;01:17,1;2;2;;6.9;90.449
18;Recording078;2;3;4CV;YES;01:16,4;1.88;1.34;1.02;0.9;0.32;0.26;0;01:24,6;6;6;;8.2;69.756
20;Recording083;2;3;4CV;YES;01:03,6;2.961;0.8;0;0;0;0;0;01:10,0;2;2;;6.4;58.766
21;Recording086;2;3;4CV;YES;01:11,7;1.98;0.976;0.14;0.3;0.12;0.14;0;01:20,0;6;6;;8.3;44.048
22;Recording091;2;3;4CV;YES;01:09,5;0.76;0.62;0.72;1.48;0.12;0.66;0;01:17,8;4;6;;8.3;52.53
23;Recording096;2;3;4CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
23;Recording093;2;3;4CV;YES;01:07,4;1.96;0;0;0;0;0;0;01:10,2;1;1;;2.8;70.0
24;Recording099;2;3;4CV;YES;01:13,9;1.62;0.26;0.58;0;0;0;0;01:18,3;3;3;;4.4;55.909
25;Recording104;2;3;4CV;YES;01:09,5;0.98;0.5;0.715;0;0;0;0;01:14,0;3;3;a bit of offset;4.5;48.778
25;Recording101;2;3;4CV;YES;01:10,7;1;1.46;0;0;0;0;0;01:14,5;2;2;I think there was a problem because no fixations are recorded on left side of screen during the whole video;3.8;64.737
27;Recording106;2;3;4CV;YES;01:15,1;1.04;0;0;0;0;0;0;01:17,0;1;1;;1.9;54.737
