Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording007;2;2;2AH;YES;00:58,9;0.76;0.46;0.2;0.86;0;0;0;01:06,5;4;4;;7.6;30.0
4;Recording013;2;2;2AH;YES;00:33,2;0.58;0.16;0.76;1.32;0;0;0;00:40,8;4;4;;7.6;37.105
5;Recording019;2;2;2AH;YES;00:41,3;3.341;0.44;1.48;0;0;0;0;00:48,6;3;3;;7.3;72.068
5;Recording018;2;2;2AH;YES;00:48,2;5.521;0;0;0;0;0;0;00:54,8;1;1;;6.6;83.652
6;Recording031;2;2;2AH;YES;01:02,8;0.6;0.1;1.3;0;0;0;0;01:11,6;3;3;;8.8;22.727
7;Recording035;2;2;2AH;YES;00:58,6;0.88;1.26;0.2;1.1;0;0;0;01:05,8;4;4;;7.2;47.778
8;Recording040;2;2;2AH;YES;00:45,6;0.92;4.841;0.08;0;0;0;0;00:54,1;3;3;;8.5;68.718
9;Recording045;2;2;2AH;YES;00:56,0;0.4;0.9;0;0;0;0;0;01:00,5;2;2;;4.5;28.889
9;Recording042;2;2;2AH;YES;00:59,6;0.54;0.32;0.22;0.9;0;0;0;01:05,5;4;4;;5.9;33.559
11;Recording050;2;2;2AH;CRASH;00:56,2;0.46;1.4;0;0;0;0;0;01:02,3;2;2;Mesh are not activated;6.1;30.492
11;Recording047;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
12;Recording052;2;2;2AH;YES;00:30,4;1.38;0.58;0;0;0;0;0;00:35,4;2;2;;5.0;39.2
13;Recording056;2;2;2AH;YES;00:56,1;0.5;0.7;0.42;3.021;0;0;0;01:03,8;4;4;;7.7;60.273
14;Recording062;2;2;2AH;YES;00:39,9;0.92;0.4;0;0;0;0;0;00:42,7;2;2;;2.8;47.143
15;Recording068;2;2;2AH;YES;00:45,6;1.12;1.28;0;0;0;0;0;00:52,0;2;2;;6.4;37.5
15;Recording064;2;2;2AH;YES;01:10,1;2.881;0;0;0;0;0;0;01:14,1;1;1;;4.0;72.025
16;Recording071;2;2;2AH;YES;00:41,3;0.36;0.9;0.3;2.26;0.18;0;0;00:49,3;5;5;;8.0;50.0
17;Recording076;2;2;2AH;YES;00:46,1;0.78;0.84;0;0;0;0;0;00:51,0;2;2;;4.9;33.061
17;Recording073;2;2;2AH;YES;00:50,3;0.94;0.7;1.26;0;0;0;0;00:55,9;3;3;;5.6;51.786
18;Recording078;2;2;2AH;YES;00:53,2;0.9;0.84;0.34;1.36;0;0;0;01:02,7;4;4;;9.5;36.211
20;Recording083;2;2;2AH;YES;00:44,6;0.36;0;0;0;0;0;0;00:48,2;1;1;;3.6;10.0
21;Recording086;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
22;Recording091;2;2;2AH;YES;00:45,5;1.38;5.361;0;0;0;0;0;00:53,8;2;2;;8.3;81.217
23;Recording096;2;2;2AH;YES;00:41,1;0.94;0.74;0.3;2.16;0;0;0;00:49,4;4;4;;8.3;49.88
23;Recording093;2;2;2AH;YES;00:45,7;0.76;0.34;0.7;0;0;0;0;00:50,7;3;3;;5.0;36.0
24;Recording099;2;2;2AH;YES;00:50,7;0.68;2.16;0;0;0;0;0;00:56,5;2;2;;5.8;48.966
25;Recording104;2;2;2AH;YES;00:46,3;0.46;1.28;1.52;0;0;0;0;00:53,8;3;3;;7.5;43.467
25;Recording101;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;I think there was a problem because no fixations are recorded on left side of screen during the whole video;0.0;0
27;Recording106;2;2;2AH;YES;00:49,4;0.46;0.58;0.28;0;0;0;0;00:57,3;3;3;;7.9;16.709
28;Recording111;2;2;2AH;YES;00:45,9;3.261;0;0;0;0;0;0;00:50,5;1;1;;4.6;70.891
29;Recording116;2;2;2AH;YES;00:49,3;1.14;0;0;0;0;0;0;00:51,5;1;1;;2.2;51.818
29;Recording113;2;2;2AH;YES;00:50,9;1.88;0.84;0;0;0;0;0;00:59,8;2;2;;8.9;30.562
30;Recording119;2;2;2AH;YES;00:59,2;0.3;1.44;0.4;0;0;0;0;01:06,2;3;3;;7.0;30.571
31;Recording125;2;2;2AH;YES;00:49,1;0.42;0;0;0;0;0;0;00:54,5;1;1;;5.4;7.778
31;Recording122;2;2;2AH;YES;00:52,8;1.04;0.72;0.36;0;0;0;0;01:02,6;3;3;;9.8;21.633
33;Recording130;2;2;2AH;YES;00:43,0;0.4;0.74;1.56;0;0;0;0;00:50,4;3;3;;7.4;36.486
34;Recording136;2;2;2AH;YES;01:00,7;1.28;1.5;1.64;0.26;0;0;0;01:08,6;4;4;;7.9;59.241
36;Recording145;2;2;2AH;YES;00:54,1;1.1;1.48;1.58;0;0;0;0;01:00,7;3;3;;6.6;63.03
38;Recording152;2;2;2AH;YES;00:56,7;3.081;0;0;0;0;0;0;01:01,7;1;1;;5.0;61.62
39;Recording156;2;2;2AH;YES;00:57,0;0.7;0.74;0;0;0;0;0;01:00,0;2;2;BAD;3.0;48.0
40;Recording163;2;2;2AH;YES;00:58,1;0.66;1.2;0.32;0;0;0;0;01:02,7;3;3;2 and 3 together;4.6;47.391
40;Recording160;2;2;2AH;YES;00:53,7;0.62;0.34;2.86;0.08;0;0;0;01:00,0;4;4;offset;6.3;61.905
41;Recording166;2;2;2AH;YES;00:49,9;2.172;1.46;0;0;0;0;0;00:55,5;2;2;;5.6;64.857
42;Recording171;2;2;2AH;YES;00:47,2;1.02;0.5;0.82;1.94;1.46;0.72;0;00:55,9;5;6;;8.7;74.253
43;Recording176;2;2;2AH;YES;00:36,9;0.78;0.52;2.24;0;0;0;0;00:44,9;3;3;;8.0;44.25
44;Recording182;2;2;2AH;YES;00:55,7;0.42;2.04;1.9;0;0;0;0;01:04,9;3;3;;9.2;47.391
45;Recording187;2;2;2AH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
45;Recording184;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
46;Recording189;2;2;2AH;YES;00:44,8;0.28;1.66;0.78;0;0;0;0;00:49,5;3;3;;4.7;57.872
47;Recording193;2;2;2AH;YES;00:51,2;0.5;0.96;0.28;0.26;0.12;0;0;00:56,4;5;5;3 and 4 together;5.2;40.769
48;Recording198;2;2;2AH;YES;00:36,3;0.56;0.184;1.66;0;0;0;0;00:42,8;3;3;;6.5;36.985
48;Recording195;2;2;2AH;YES;00:49,7;0.86;0.42;1.44;0;0;0;0;00:54,4;3;3;;4.7;57.872
49;Recording201;2;2;2AH;YES;00:45,3;0.96;1.62;0;0;0;0;0;00:49,6;2;2;;4.3;60.0
50;Recording205;2;2;2AH;YES;00:43,9;1.18;2.32;0;0;0;0;0;00:49,3;2;2;offset;5.4;64.815
51;Recording210;2;2;2AH;YES;00:56,7;0.46;1.86;0;0;0;0;0;01:00,9;2;2;;4.2;55.238
51;Recording207;2;2;2AH;YES;01:03,0;1.42;0;0;0;0;0;0;01:04,6;1;1;;1.6;88.75
52;Recording213;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
53;Recording217;2;2;2AH;YES;00:49,4;0.2;0.58;0.44;1.936;0;0;0;00:55,7;4;4;;6.3;50.095
54;Recording223;2;2;2AH;YES;00:49,9;2.961;0;0;0;0;0;0;00:54,3;1;1;;4.4;67.295
54;Recording220;2;2;2AH;YES;00:45,2;0.62;0.24;1.28;0;0;0;0;00:50,3;3;3;;5.1;41.961
55;Recording227;2;2;2AH;YES;00:35,5;0.64;0.96;0.88;0;0;0;0;00:41,2;3;3;;5.7;43.509
56;Recording232;1;2;2AH;YES;00:46,2;1.06;0;0;0;0;0;0;00:47,4;1;1;Saw it at last moment;1.2;88.333
56;Recording229;1;2;2AH;YES;01:00,7;0.3;1.72;0.32;0;0;0;0;01:05,2;3;3;;4.5;52.0
57;Recording236;2;2;2AH;YES;00:44,7;0.4;0.84;3.301;0;0;0;0;00:54,2;3;3;;9.5;47.8
57;Recording233;2;2;2AH;YES;00:43,2;0.44;3.341;0.26;0;0;0;0;00:51,4;3;3;;8.2;49.28
58;Recording240;3;2;2AH;YES;00:16,6;0.36;1.26;0;0;0;0;0;00:22,4;2;2;;5.8;27.931
58;Recording237;3;2;2AH;YES;00:16,9;0.28;1.18;0.5;0;0;0;0;00:20,5;3;3;;3.6;54.444
59;Recording244;1;2;2AH;YES;00:38,7;0.16;0.34;0.26;0.6;2.52;0;0;00:45,3;5;5;;6.6;58.788
59;Recording241;1;2;2AH;YES;00:35,8;0.72;1.24;0.14;0;0;0;0;00:42,6;3;3;;6.8;30.882
60;Recording248;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
60;Recording245;2;2;2AH;YES;00:48,8;0.72;0;0;0;0;0;0;00:55,4;1;1;;6.6;10.909
61;Recording252;2;2;2AH;YES;00:36,3;1.26;2.44;0.54;0;0;0;0;00:43,0;3;3;;6.7;63.284
62;Recording256;2;2;2AH;YES;00:37,3;1.2;0.78;0.38;0.6;0;0;0;00:42,3;4;4;;5.0;59.2
63;Recording261;2;2;2AH;YES;00:41,0;0.88;0;0;0;0;0;0;00:42,7;1;1;;1.7;51.765
63;Recording258;2;2;2AH;YES;00:41,6;0.62;1.52;0;0;0;0;0;00:45,7;2;2;;4.1;52.195
64;Recording264;2;2;2AH;YES;00:55,7;0.38;0;0;0;0;0;0;00:59,8;1;1;;4.1;9.268
65;Recording268;2;2;2AH;YES;00:51,2;0.5;0.26;0.22;0;0;0;0;00:56,6;3;3;;5.4;18.148
66;Recording274;2;2;2AH;YES;00:45,0;0.28;2.06;0;0;0;0;0;00:48,0;2;2;;3.0;78.0
66;Recording271;2;2;2AH;YES;00:58,9;2.062;0;0;0;0;0;0;01:01,7;1;1;;2.8;73.643
67;Recording278;2;2;2AH;YES;00:42,9;0.56;0.82;2.18;0.38;0.06;0;0;00:51,9;5;5;3,4 and 5 together;9.0;44.444
68;Recording282;2;2;2AH;YES;00:47,2;0.68;0.68;2.48;0.68;1.26;0.9;0;00:56,1;3;6;;8.9;75.056
69;Recording287;2;2;2AH;YES;00:56,7;1.3;0;0;0;0;0;0;00:59,2;1;1;;2.5;52.0
69;Recording284;2;2;2AH;YES;00:45,3;0.94;0.18;1.5;0;0;0;0;00:50,8;3;3;;5.5;47.636
70;Recording289;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
71;Recording293;2;2;2AH;YES;00:45,7;0.74;1.42;0;0;0;0;0;00:46,7;2;2;;1.0;100
