Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording007;2;1;1CH;YES;00:35,8;1.44;1.82;1.58;0;0;0;0;00:43,3;3;3;;7.5;64.533
4;Recording013;2;1;1CH;YES;00:11,3;2.9;0.28;0;0;0;0;0;00:15,8;2;2;;4.5;70.667
5;Recording019;2;1;1CH;YES;00:18,7;0.56;1.48;2;0;0;0;0;00:25,7;3;3;;7.0;57.714
5;Recording018;2;1;1CH;YES;00:21,9;0.38;1.5;1.02;0.32;0;0;0;00:30,7;3;4;a bit of offset;8.8;36.591
6;Recording031;2;1;1CH;YES;00:36,6;3.521;0.5;0.4;0;0;0;0;00:42,7;3;3;;6.1;72.475
7;Recording035;2;1;1CH;YES;00:28,4;1.38;4.101;0;0;0;0;0;00:37,2;2;2;;8.8;62.284
8;Recording040;2;1;1CH;YES;00:19,3;1.58;0.32;0.88;0.3;1.58;0.18;0;00:28,2;6;6;;8.9;54.382
9;Recording045;2;1;1CH;YES;00:31,5;0.18;0.2;0.2;0;0;0;0;00:34,9;1;3;quite a lot of offset at first and then good;3.4;17.059
9;Recording042;2;1;1CH;YES;00:42,7;0.48;0;0;0;0;0;0;00:43,5;1;1;;0.8;60.0
11;Recording050;2;1;1CH;CRASH;00:24,9;5.021;2.58;0.26;0;0;0;0;00:34,6;3;3;Mesh are not activated;9.7;81.041
11;Recording047;2;1;1CH;YES;00:33,1;3.381;0.16;0;0;0;0;0;00:38,8;2;2;;5.7;62.123
12;Recording052;2;1;1CH;YES;00:07,2;0.72;2.62;0;0;0;0;0;00:12,2;2;2;;5.0;66.8
13;Recording056;2;1;1CH;YES;00:28,7;0.68;0.56;0.38;0.2;0;0;0;00:36,3;4;4;some offset;7.6;23.947
14;Recording062;2;1;1CH;YES;00:20,8;0.66;0.82;0;0;0;0;0;00:23,5;2;2;;2.7;54.815
15;Recording068;2;1;1CH;YES;00:23,8;2.26;0.24;0;0;0;0;0;00:27,9;2;2;;4.1;60.976
15;Recording064;2;1;1CH;YES;00:34,8;1.06;0.66;4.781;1.22;0.34;0;0;00:46,2;3;5;;11.4;70.711
16;Recording071;2;1;1CH;YES;00:16,1;0.44;1.76;0.36;2.74;0;0;0;00:24,1;4;4;;8.0;66.25
