Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording009;3;7;3CV;YES;02:13,6;4.441;0;0;0;0;0;0;02:18,6;1;1;;5.0;88.82
2;Recording005;3;7;3CV;YES;02:28,8;2.34;0;0;0;0;0;0;02:31,5;1;1;No events ;2.7;86.667
4;Recording014;3;7;3CV;YES;01:53,9;1.74;1.44;0.86;0;0;0;0;01:59,4;3;3;;5.5;73.455
4;Recording011;3;7;3CV;YES;01:59,6;2.4;0;0;0;0;0;0;02:02,3;1;1;lot of offset;2.7;88.889
5;Recording016;3;7;3CV;YES;01:47,5;0.56;1.68;0;0;0;0;0;01:50,2;2;2;;2.7;82.963
6;Recording033;3;7;3CV;YES;02:05,8;3.341;1.08;1.84;0;0;0;0;02:12,7;3;3;;6.9;90.739
6;Recording030;3;7;3CV;YES;02:20,8;6.9;0;0;0;0;0;0;02:27,7;1;1;;6.9;100.0
7;Recording036;3;7;3CV;YES;02:09,2;1.1;2.36;2.2;0;0;0;0;02:17,5;3;3;;8.3;68.193
8;Recording039;3;7;3CV;YES;01:53,7;0.18;0.86;0.44;0.22;0.18;0.22;0.8;01:59,8;7;7;;6.1;47.541
9;Recording044;3;7;3CV;YES;02:12,2;2.901;1.38;0.86;0.12;0;0;0;02:19,6;4;4;;7.4;71.095
11;Recording048;3;7;3CV;YES;02:10,3;0.46;1.04;0.6;0;0;0;0;02:14,1;3;3;;3.8;55.263
12;Recording054;3;7;3CV;YES;01:47,2;2.22;2.56;0;0;0;0;0;01:52,9;2;2;;5.7;83.86
12;Recording051;3;7;3CV;YES;01:43,7;0.78;1.52;0;0;0;0;0;01:46,5;2;2;;2.8;82.143
13;Recording057;3;7;3CV;YES;02:02,0;2.54;1.94;0;0;0;0;0;02:10,2;2;2;;8.2;54.634
14;Recording061;3;7;3CV;YES;01:40,8;0.4;0;0;0;0;0;0;01:41,2;1;1;;0.4;100.0
15;Recording066;3;7;3CV;YES;02:04,8;5.6;0.34;0;0;0;0;0;02:11,4;2;2;;6.6;90.0
16;Recording070;3;7;3CV;YES;01:55,6;5.4;3.301;0.36;0;0;0;0;02:05,8;1;3;;10.2;88.833
17;Recording074;3;7;3CV;YES;01:49,0;1.18;3.501;0;0;0;0;0;01:56,0;2;2;;7.0;66.871
18;Recording080;3;7;3CV;YES;01:56,2;1.48;1.22;2.46;0;0;0;0;02:02,5;3;3;;6.3;81.905
18;Recording077;3;7;3CV;YES;01:59,9;0.96;0.3;0;0;0;0;0;02:01,2;2;2;;1.3;96.923
20;Recording084;3;7;3CV;YES;01:42,5;0.44;0;0;0;0;0;0;01:43,2;1;1;;0.7;62.857
20;Recording081;3;7;3CV;YES;01:57,1;1.84;2.66;0;0;0;0;0;02:04,7;2;2;;7.6;59.211
21;Recording087;3;7;3CV;YES;01:54,2;0.7;0;0;0;0;0;0;01:55,5;1;1;;1.3;53.846
22;Recording090;3;7;3CV;YES;01:54,7;4.621;0.22;0;0;0;0;0;02:00,3;2;2;;5.6;86.446
23;Recording095;3;7;3CV;YES;01:54,0;2.6;0;0;0;0;0;0;01:57,2;1;1;;3.2;81.25
24;Recording100;3;7;3CV;YES;01:55,6;0.4;0;0;0;0;0;0;01:56,3;1;1;;0.7;57.143
24;Recording097;3;7;3CV;YES;02:14,6;2.36;0.64;0;0;0;0;0;02:17,9;2;2;;3.3;90.909
25;Recording102;3;7;3CV;YES;01:47,8;0.56;0.34;0.96;0.7;0;0;0;01:53,4;4;4;;5.6;45.714
27;Recording107;3;7;3CV;YES;01:54,5;0.38;0.6;0.48;1.22;0;0;0;02:01,9;4;4;;7.4;36.216
28;Recording110;3;7;3CV;YES;02:06,4;0.76;1.819;0;0;0;0;0;02:14,8;2;2;;8.4;30.702
29;Recording115;3;7;3CV;YES;01:54,8;0.7;0;0;0;0;0;0;01:55,8;1;1;;1.0;70.0
30;Recording120;3;7;3CV;YES;02:04,0;2.12;1.52;0.66;0.54;0;0;0;02:11,9;4;4;;7.9;61.266
30;Recording117;3;7;3CV;YES;02:15,2;1.36;0.24;1.42;0.24;0;0;0;02:23,5;4;4;;8.3;39.277
31;Recording123;3;7;3CV;YES;02:07,4;2.34;0;0;0;0;0;0;02:12,3;1;1;;4.9;47.755
33;Recording131;3;7;3CV;YES;01:58,7;1.96;0.8;0;0;0;0;0;02:00,1;1;1;;1.4;100
34;Recording135;3;7;3CV;YES;02:17,9;3.001;0.26;0.64;0.22;0;0;0;02:25,2;3;4;;7.3;56.452
36;Recording146;3;7;3CV;YES;01:58,4;1.24;0.06;0.08;1.68;1.22;0.82;0.28;02:06,5;6;7;;8.1;66.42
36;Recording143;3;7;3CV;YES;01:53,8;0.64;0.96;0.42;1.78;2.3;0.24;0;02:01,5;6;6;;7.7;82.338
38;Recording154;3;7;3CV;YES;02:16,2;2.68;3.461;0;0;0;0;0;02:23,8;2;2;;7.6;80.803
38;Recording151;3;7;3CV;YES;02:15,6;0.26;1.34;0;0;0;0;0;02:17,3;2;2;he was surprised, didn't see it and braked;1.7;94.118
39;Recording158;3;7;3CV;YES;01:51,9;2.82;0;0;0;0;0;0;01:55,9;1;1;;4.0;70.5
39;Recording155;3;7;3CV;YES;01:56,5;0.4;0.6;0.4;0.1;0;0;0;02:02,2;4;4;;5.7;26.316
40;Recording162;3;7;3CV;YES;02:35,0;4.5;0.18;0;0;0;0;0;02:40,8;1;2;;5.8;80.69
41;Recording167;3;7;3CV;YES;01:42,1;1.16;0.68;0.5;0;0;0;0;01:45,9;3;3;;3.8;61.579
