Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
42;Recording170;3;7;3CV;YES;01:57,1;4.481;0.3;2.32;0;0;0;0;02:05,8;3;3;1 and 2 together;8.7;81.621
43;Recording177;3;7;3CV;YES;01:42,3;3.681;0.3;0.5;0.34;0.38;0.52;0;01:48,7;6;6;;6.4;89.391
44;Recording181;3;7;3CV;YES;03:26,6;0.26;3.261;0.08;2.02;0.56;0.32;0.08;03:36,1;7;7;;9.5;69.274
45;Recording186;3;7;3CV;YES;01:48,0;2.28;0.5;0.34;0.66;0;0;0;01:55,6;4;4;;7.6;49.737
46;Recording191;3;7;3CV;YES;01:46,0;8.962;0;0;0;0;0;0;01:55,4;1;1;;9.4;95.34
47;Recording194;3;7;3CV;YES;02:03,7;2.56;1.26;0.62;0;0;0;0;02:10,0;3;3;;6.3;70.476
48;Recording196;3;7;3CV;YES;01:46,5;4.2;0.3;0;0;0;0;0;01:52,2;2;2;;5.7;78.947
49;Recording202;3;7;3CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;mesh not activated, but has seen it;0.0;0
49;Recording199;3;7;3CV;YES;01:44,9;0.78;0;0;0;0;0;0;01:52,9;1;1;lost it quite fast;8.0;9.75
50;Recording204;3;7;3CV;YES;01:49,3;1.295;0.2;2.03;0.671;1.22;0.54;0.94;01:56,6;7;7;;7.3;94.466
51;Recording211;3;7;3CV;YES;01:53,6;2.22;3.261;0;0;0;0;0;01:59,8;2;2;;6.2;88.403
52;Recording215;3;7;3CV;YES;01:55,3;0.5;0.54;3.701;0.12;0.52;0;0;02:02,2;5;5;;6.9;77.986
52;Recording212;3;7;3CV;YES;02:01,3;0.86;1.88;0;0;0;0;0;02:05,4;2;2;;4.1;66.829
53;Recording218;3;7;3CV;YES;01:48,9;2.44;1.76;0;0;0;0;0;01:53,4;2;2;;4.5;93.333
54;Recording221;3;7;3CV;YES;01:55,4;0.6;0;0;0;0;0;0;01:55,5;1;1;;0.1;100
55;Recording228;3;7;3CV;YES;01:36,7;3.341;2.4;0;0;0;0;0;01:43,0;2;2;;6.3;91.127
55;Recording224;3;7;3CV;YES;01:41,2;3.8;0;0;0;0;0;0;01:45,0;1;1;;3.8;100.0
56;Recording230;3;7;3CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
57;Recording234;1;7;3CV;YES;02:30,4;2.2;0;0;0;0;0;0;02:33,3;1;1;;2.9;75.862
58;Recording238;2;7;3CV;YES;02:13,6;3.501;0.54;0.72;0.42;0.08;0.24;0;02:23,2;3;6;;9.6;57.302
59;Recording242;2;7;3CV;YES;01:53,9;0.74;1;0;0;0;0;0;01:58,8;2;2;;4.9;35.51
60;Recording246;3;7;3CV;YES;02:04,6;2.5;1.44;1.34;0;0;0;0;02:10,2;1;3;;5.6;94.286
61;Recording253;3;7;3CV;YES;02:00,2;4.441;0.4;0.46;0;0;0;0;02:08,3;1;3;;8.1;65.444
61;Recording249;3;7;3CV;YES;01:46,2;5.621;0;0;0;0;0;0;01:52,0;1;1;;5.8;96.914
62;Recording255;3;7;3CV;YES;01:44,9;0.34;0;0;0;0;0;0;01:45,4;1;1;;0.5;68.0
63;Recording260;3;7;3CV;YES;01:39,4;1.96;1.96;1.1;0;0;0;0;01:45,7;3;3;;6.3;79.683
64;Recording266;3;7;3CV;YES;01:58,3;0.6;0;0;0;0;0;0;01:59,9;1;1;;1.6;37.5
64;Recording262;3;7;3CV;YES;02:10,7;1.52;0;0;0;0;0;0;02:12,9;1;1;;2.2;69.091
65;Recording269;3;7;3CV;YES;02:11,6;0.62;1.5;3.281;0;0;0;0;02:18,8;3;3;;7.2;75.014
66;Recording272;3;7;3CV;YES;02:01,4;2.24;1.62;0.54;0;0;0;0;02:06,5;0;0;;5.1;86.275
67;Recording279;3;7;3CV;YES;01:58,9;2.4;1.48;0;0;0;0;0;02:05,3;2;2;;6.4;60.625
67;Recording275;3;7;3CV;YES;01:50,3;1.84;0.52;1.02;0;0;0;0;01:54,4;3;3;;4.1;82.439
68;Recording281;3;7;3CV;YES;02:03,3;0.22;0.18;0.98;0.2;0.14;0.62;0.74;02:10,1;2;8;4, 5, 6 together;6.8;45.294
69;Recording286;3;7;3CV;YES;01:42,8;3.521;0;0;0;0;0;0;01:47,1;1;1;;4.3;81.884
70;Recording291;3;7;3CV;YES;01:43,9;0.6;0.62;0.42;0.4;0.4;0.08;0;01:49,5;5;5;2 and 3 together;5.6;45.0
70;Recording288;3;7;3CV;YES;02:06,9;1.66;0.92;0;0;0;0;0;02:13,8;2;2;;6.9;37.391
71;Recording294;3;7;3CV;YES;01:52,4;2.68;1.24;0.26;1.08;1.26;0.4;0;02:00,2;6;6;1, 2 and 3 together, 5 and 6 together;7.8;88.718
