Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording007;2;5;3AV;YES;01:55,7;0.22;0.7;0;0;0;0;0;02:00,1;2;2;;4.4;20.909
4;Recording013;2;5;3AV;YES;01:26,2;0.42;0.58;0.02;0.14;0;0;0;01:31,5;4;4;;5.3;21.887
5;Recording019;2;5;3AV;YES;01:28,8;0.16;0.96;1.46;0.76;0.3;0;0;01:33,2;5;5;;4.4;82.727
5;Recording018;2;5;3AV;YES;01:34,5;5.201;0.36;0;0;0;0;0;01:40,1;2;2;;5.6;99.304
6;Recording031;2;5;3AV;YES;02:08,8;3.481;0.82;0.68;0;0;0;0;02:17,3;1;3;;8.5;58.6
7;Recording035;2;5;3AV;YES;01:55,5;1.92;1.1;0.84;0.76;0.78;0;0;02:03,3;4;5;;7.8;69.231
8;Recording040;2;5;3AV;YES;01:43,5;0.86;3.001;0.28;0.16;0.1;0;0;01:50,1;2;5;;6.6;66.682
9;Recording045;2;5;3AV;YES;01:42,5;0.54;0.24;0.86;0.06;0.86;0;0;01:46,8;5;5;;4.3;59.535
9;Recording042;2;5;3AV;YES;01:44,9;0.8;0.02;0.1;0;0;0;0;01:49,9;3;3;;5.0;18.4
11;Recording050;2;5;3AV;CRASH;01:53,9;1.859;0.06;0.46;0.14;0;0;0;01:59,5;4;4;Mesh are not activated;5.6;44.982
11;Recording047;2;5;3AV;YES;01:59,6;0.86;1.18;0.26;0;0;0;0;02:05,3;3;3;;5.7;40.351
12;Recording052;2;5;3AV;YES;01:18,6;0.26;0.26;0.36;0;0;0;0;01:21,2;3;3;;2.6;33.846
13;Recording056;2;5;3AV;YES;01:54,8;1.34;0;0;0;0;0;0;01:56,9;1;1;;2.1;63.81
14;Recording062;2;5;3AV;YES;01:19,2;0.3;0;0;0;0;0;0;01:23,2;1;1;lost it;4.0;7.5
15;Recording068;2;5;3AV;YES;01:37,2;1.34;0.26;1.6;1.3;0;0;0;01:43,5;4;4;;6.3;71.429
15;Recording064;2;5;3AV;YES;02:01,9;0.36;1.44;0.48;0.88;0;0;0;02:08,6;4;4;;6.7;47.164
16;Recording071;2;5;3AV;YES;01:42,2;2.78;1.56;1.02;0;0;0;0;01:48,3;2;3;;6.1;87.869
17;Recording076;2;5;3AV;YES;01:36,0;0.58;1.42;0.78;0;0;0;0;01:40,2;3;3;;4.2;66.19
17;Recording073;2;5;3AV;YES;01:38,2;0.32;0.48;0.56;0;0;0;0;01:42,7;3;3;;4.5;30.222
18;Recording078;2;5;3AV;YES;01:52,8;0.28;0.2;0.18;0.26;0;0;0;01:54,4;4;4;;1.6;57.5
20;Recording083;2;5;3AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
21;Recording086;2;5;3AV;YES;01:46,0;0.6;0;0;0;0;0;0;01:46,6;1;1;;0.6;100.0
22;Recording091;2;5;3AV;YES;01:39,2;1.26;1.16;1.02;1.5;0.68;0;0;01:46,9;5;5;;7.7;72.987
23;Recording096;2;5;3AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
23;Recording093;2;5;3AV;YES;01:30,9;0.58;0.04;0.22;0;0;0;0;01:35,2;3;3;;4.3;19.535
24;Recording099;2;5;3AV;YES;01:38,7;3.3;1.88;0;0;0;0;0;01:44,5;2;2;;5.8;89.31
25;Recording104;2;5;3AV;YES;01:37,4;1.9;0.2;0.3;0;0;0;0;01:41,0;3;3;;3.6;66.667
25;Recording101;2;5;3AV;YES;01:41,4;0.16;0.5;0;0;0;0;0;01:42,6;2;2;I think there was a problem because no fixations are recorded on left side of screen during the whole video;1.2;55.0
27;Recording106;2;5;3AV;YES;01:40,5;1.26;0.5;0.14;0;0;0;0;01:42,7;3;3;;2.2;86.364
28;Recording111;2;5;3AV;YES;01:47,1;2.78;0;0;0;0;0;0;01:51,6;1;1;;4.5;61.778
29;Recording116;2;5;3AV;YES;01:32,0;0.82;2.8;0;0;0;0;0;01:37,2;2;2;;5.2;69.615
29;Recording113;2;5;3AV;YES;01:42,0;0.76;0.44;0;0;0;0;0;01:46,7;2;2;;4.7;25.532
30;Recording119;2;5;3AV;YES;01:57,5;0.48;0.7;0;0;0;0;0;01:59,9;0;0;;2.4;49.167
31;Recording125;2;5;3AV;YES;01:48,7;1.5;0.78;0;0;0;0;0;01:52,4;1;2;;3.7;61.622
31;Recording122;2;5;3AV;YES;01:52,3;0.78;1.02;0.26;0.66;0.18;0;0;02:01,3;2;5;;9.0;32.222
33;Recording130;2;5;3AV;YES;01:36,8;2.481;0.32;0.36;0;0;0;0;01:40,2;3;3;2 and 3 together;3.4;92.971
34;Recording136;2;5;3AV;YES;02:07,7;2.14;0.64;0.62;0.78;0.88;0.76;0.52;02:18,3;5;7;1 and 2 are together, 4 and 5 are together;10.6;59.811
36;Recording145;2;5;3AV;YES;01:43,9;0.54;0.68;0.82;0.22;0.48;2.74;0;01:52,2;6;6;4 and 5 are together;8.3;66.024
38;Recording152;2;5;3AV;YES;02:00,0;0.34;1.14;0.54;0.5;0.16;0;0;02:07,4;2;5;;7.4;36.216
39;Recording156;2;5;3AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;BAD;0.0;0
40;Recording163;2;5;3AV;YES;01:54,6;0.82;3.91;0.9;0;0;0;0;02:02,2;2;3;;7.6;74.079
40;Recording160;2;5;3AV;YES;02:04,5;0.98;0.9;1.82;2.64;0.98;1.06;0;02:16,4;4;6;offset;11.9;70.42
41;Recording166;2;5;3AV;YES;01:37,6;0.48;0.54;0.72;0;0;0;0;01:42,6;3;3;;5.0;34.8
42;Recording171;2;5;3AV;YES;01:58,5;3.921;0.32;0;0;0;0;0;02:03,6;2;2;;5.1;83.157
43;Recording176;2;5;3AV;YES;01:26,8;0.82;1.8;2.54;0;0;0;0;01:33,6;3;3;;6.8;75.882
44;Recording182;2;5;3AV;YES;02:01,5;1.16;3.401;0.54;0;0;0;0;02:08,7;3;3;;7.2;70.847
45;Recording187;2;5;3AV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
45;Recording184;2;5;3AV;YES;01:41,5;1.9;0.94;0.3;0.26;0.073;0;0;01:47,1;5;5;;5.6;62.018
46;Recording189;2;5;3AV;YES;01:36,8;0.26;1.38;0.82;0.16;2.46;0.38;0.32;01:44,3;5;7;3 and 4 together;7.5;77.067
47;Recording193;2;5;3AV;YES;01:48,1;0.56;0.78;1.5;0;0;0;0;01:53,4;3;3;1 and 2 together;5.3;53.585
48;Recording198;2;5;3AV;YES;01:26,4;1.7;0.94;0;0;0;0;0;01:29,3;2;2;;2.9;91.034
48;Recording195;2;5;3AV;YES;01:37,3;0.56;0.24;0.62;0;0;0;0;01:42,3;3;3;;5.0;28.4
49;Recording201;2;5;3AV;YES;01:36,0;0.44;0.58;0.22;0.22;0.46;0.54;0.48;01:46,3;5;8;3, 4, 5,6, 7 together;10.3;28.544
50;Recording205;2;5;3AV;YES;01:38,6;0.6;0.32;0.44;0.58;0.14;0;0;01:43,4;5;5;;4.8;43.333
51;Recording210;2;5;3AV;YES;01:42,0;0.68;0.58;0.88;0.8;0.24;0.14;0.38;01:49,4;7;7;;7.4;50.0
51;Recording207;2;5;3AV;YES;01:51,4;2.12;0.92;0.3;0;0;0;0;01:54,9;3;3;;3.5;95.429
52;Recording213;2;5;3AV;YES;01:47,2;1.02;0.52;1.72;0.5;0;0;0;01:54,8;4;4;;7.6;49.474
53;Recording217;2;5;3AV;YES;01:39,8;1.98;0.1;0.48;0.36;0.18;1.4;0;01:47,0;6;6;;7.2;62.5
54;Recording223;2;5;3AV;YES;01:43,8;0.68;0.16;0.58;0;0;0;0;01:45,7;3;3;;1.9;74.737
54;Recording220;2;5;3AV;YES;01:39,7;1.3;0;0;0;0;0;0;01:41,7;1;1;;2.0;65.0
55;Recording227;2;5;3AV;YES;01:24,1;0.4;0;0;0;0;0;0;01:26,7;1;1;;2.6;15.385
56;Recording232;1;5;3AV;YES;01:53,3;0.22;0.38;3.161;0.26;0;0;0;02:02,1;4;4;;8.8;45.693
56;Recording229;1;5;3AV;YES;02:15,0;0.34;3.021;0.4;0;0;0;0;02:20,0;2;3;;5.0;75.22
57;Recording236;2;5;3AV;YES;01:47,8;1.08;1.74;0.5;0;0;0;0;01:54,8;3;3;;7.0;47.429
57;Recording233;2;5;3AV;YES;01:51,4;0.86;2.6;0.66;0;0;0;0;01:57,1;2;3;;5.7;72.281
58;Recording240;3;5;3AV;YES;01:06,9;0.38;0.32;0;0;0;0;0;01:07,6;2;2;;0.7;100.0
58;Recording237;3;5;3AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
59;Recording244;1;5;3AV;YES;01:45,9;1.8;0.92;0;0;0;0;0;01:50,4;2;2;;4.5;60.444
59;Recording241;1;5;3AV;YES;01:40,5;3.041;0;0;0;0;0;0;01:44,5;1;1;;4.0;76.025
60;Recording248;2;5;3AV;YES;01:44,5;0.36;5.601;0.02;0.8;0;0;0;01:53,1;4;4;3 and 4 together;8.6;78.849
60;Recording245;2;5;3AV;YES;02:07,7;1.32;0.48;0;0;0;0;0;02:09,5;2;2;;1.8;100.0
61;Recording252;2;5;3AV;YES;01:29,0;0.54;1.9;2.42;0.62;0.42;0;0;01:40,0;3;5;;11.0;53.636
62;Recording256;2;5;3AV;YES;01:26,8;0.48;1.04;0.26;0.1;0;0;0;01:31,2;4;4;;4.4;42.727
