Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording007;2;7;2CV;YES;02:23,9;0.78;1;0.76;2.24;0;0;0;02:30,9;4;4;;7.0;68.286
4;Recording013;2;7;2CV;YES;02:07,1;0.64;0.7;2.76;0.18;0.16;0.16;0;02:16,5;3;6;;9.4;48.936
5;Recording019;2;7;2CV;YES;01:58,9;0.32;4.021;0;0;0;0;0;02:08,2;2;2;;9.3;46.677
5;Recording018;2;7;2CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
6;Recording031;2;7;2CV;YES;02:54,7;0.44;0.48;0.36;1.88;0.58;0.78;0.42;03:05,4;4;7;;10.7;46.168
7;Recording035;2;7;2CV;YES;02:31,2;1.32;0.48;1.28;1.98;0;0;0;02:38,9;4;4;;7.7;65.714
8;Recording040;2;7;2CV;YES;02:19,0;0.44;1.48;0;0;0;0;0;02:25,5;2;2;;6.5;29.538
9;Recording045;2;7;2CV;YES;02:11,6;1.12;1.4;0.1;0;0;0;0;02:15,4;3;3;;3.8;68.947
9;Recording042;2;7;2CV;YES;02:10,0;0.5;0.78;0.5;0;0;0;0;02:16,7;3;3;;6.7;26.567
11;Recording050;2;7;2CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;Mesh are not activated;0.0;0
11;Recording047;2;7;2CV;YES;02:33,3;0.98;2.02;0;0;0;0;0;02:39,0;2;2;;5.7;52.632
12;Recording052;2;7;2CV;YES;01:49,6;0.76;0;0;0;0;0;0;01:50,7;1;1;;1.1;69.091
13;Recording056;2;7;2CV;YES;00:21,1;0.4;1.22;2.72;0;0;0;0;02:28,1;3;3;;127.0;3.417
14;Recording062;2;7;2CV;YES;01:45,2;0.74;2.18;0;0;0;0;0;01:49,7;2;2;;4.5;64.889
15;Recording068;2;7;2CV;YES;02:09,8;1.36;0.62;1.04;0;0;0;0;02:14,4;3;3;;4.6;65.652
15;Recording064;2;7;2CV;YES;02:34,1;0.44;0.56;1.68;0;0;0;0;02:38,8;3;3;;4.7;57.021
16;Recording071;2;7;2CV;YES;02:15,3;0.6;2.18;2.92;0;0;0;0;02:24,5;3;3;;9.2;61.957
17;Recording076;2;7;2CV;YES;02:06,5;0.5;2.44;0;0;0;0;0;02:11,0;2;2;;4.5;65.333
17;Recording073;2;7;2CV;YES;02:05,5;1.38;2.56;0.18;0.12;0;0;0;02:10,4;4;4;;4.9;86.531
18;Recording078;2;7;2CV;YES;02:21,1;0.5;3.441;0;0;0;0;0;02:31,8;2;2;;10.7;36.832
20;Recording083;2;7;2CV;YES;02:01,8;0.88;0;0;0;0;0;0;02:03,4;1;1;;1.6;55.0
21;Recording086;2;7;2CV;YES;02:11,9;0.6;0.78;0;0;0;0;0;02:16,6;2;2;;4.7;29.362
22;Recording091;2;7;2CV;YES;02:13,5;3.581;0.3;0;0;0;0;0;02:18,9;2;2;;5.4;71.87
23;Recording096;2;7;2CV;YES;02:00,2;0.92;0.64;1.56;0;0;0;0;02:05,0;3;3;;4.8;65.0
23;Recording093;2;7;2CV;YES;01:59,2;0.32;1.1;0;0;0;0;0;02:02,3;2;2;;3.1;45.806
24;Recording099;2;7;2CV;YES;02:09,3;0.36;0.36;0;0;0;0;0;02:13,8;2;2;;4.5;16.0
25;Recording104;2;7;2CV;YES;02:02,5;0.4;0.82;0;0;0;0;0;02:09,3;2;2;;6.8;17.941
25;Recording101;2;7;2CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;I think there was a problem because no fixations are recorded on left side of screen during the whole video;0.0;0
27;Recording106;2;7;2CV;YES;02:08,6;0.64;0.6;0;0;0;0;0;02:10,2;2;2;;1.6;77.5
28;Recording111;2;7;2CV;YES;02:21,9;4.155;0;0;0;0;0;0;02:28,1;1;1;;6.2;67.016
29;Recording116;2;7;2CV;YES;02:01,2;4.181;0;0;0;0;0;0;02:06,5;1;1;;5.3;78.887
29;Recording113;2;7;2CV;YES;02:11,0;2.805;0;0;0;0;0;0;02:14,9;1;1;;3.9;71.923
30;Recording119;2;7;2CV;YES;02:35,4;5.101;0;0;0;0;0;0;02:41,3;1;1;;5.9;86.458
31;Recording125;2;7;2CV;YES;02:21,5;0.46;1.88;1.18;0.4;0;0;0;02:30,4;4;4;;8.9;44.045
31;Recording122;2;7;2CV;YES;02:33,1;2.46;1.66;0;0;0;0;0;02:39,4;1;2;;6.3;65.397
33;Recording130;2;7;2CV;YES;02:06,5;0.22;2.26;0.48;0;0;0;0;02:12,5;3;3;;6.0;49.333
34;Recording136;2;7;2CV;YES;02:50,9;0.32;0.24;1.6;0.52;0.14;0;0;03:01,5;3;5;;10.6;26.604
36;Recording145;2;7;2CV;YES;02:19,0;0.18;0.78;1.22;0.42;0.28;0;0;02:24,7;3;5;;5.7;50.526
38;Recording152;2;7;2CV;YES;02:37,3;0.8;2.14;0;0;0;0;0;02:43,0;2;2;;5.7;51.579
39;Recording156;2;7;2CV;YES;02:15,5;0.8;0.16;0.8;0;0;0;0;02:20,4;3;3;BAD;4.9;35.918
40;Recording163;2;7;2CV;YES;02:34,9;1.1;1.22;1;0.72;0.4;0;0;02:43,8;3;5;;8.9;49.888
40;Recording160;2;7;2CV;YES;02:53,8;0.82;2.1;0.94;0.5;0;0;0;03:01,7;2;4;offset;7.9;55.19
41;Recording166;2;7;2CV;YES;02:06,3;2.16;0.62;0;0;0;0;0;02:10,6;2;2;;4.3;64.651
42;Recording171;2;7;2CV;YES;02:19,7;2.32;0;0;0;0;0;0;02:22,7;1;1;;3.0;77.333
43;Recording176;2;7;2CV;YES;01:57,3;0.36;0.82;1.44;0.8;0;0;0;02:03,8;4;4;;6.5;52.615
44;Recording182;2;7;2CV;YES;02:39,2;0.48;2.56;0.88;0.96;0.54;0.24;0;02:46,6;6;6;;7.4;76.486
45;Recording187;2;7;2CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;;0.0;0
45;Recording184;2;7;2CV;YES;02:11,0;0.16;1.02;0.18;0.44;0.88;0.62;0;02:16,5;6;6;;5.5;60.0
46;Recording189;2;7;2CV;YES;02:16,4;2.76;0.16;0;0;0;0;0;02:20,8;1;2;;4.4;66.364
47;Recording193;2;7;2CV;YES;02:16,8;0.58;0.42;0.64;0;0;0;0;02:21,5;3;3;;4.7;34.894
48;Recording198;2;7;2CV;YES;01:52,8;2.22;1.3;0.26;0.3;0;0;0;01:57,8;3;4;2 and 3 together;5.0;81.6
48;Recording195;2;7;2CV;YES;02:06,2;4.721;0;0;0;0;0;0;02:12,5;1;1;;6.3;74.937
49;Recording201;2;7;2CV;YES;02:24,6;0.3;0.46;1.04;1.34;0;0;0;02:31,9;3;4;;7.3;43.014
50;Recording205;2;7;2CV;YES;02:10,2;0.68;3.081;0;0;0;0;0;02:14,6;2;2;;4.4;85.477
51;Recording210;2;7;2CV;YES;02:12,0;2.4;1.72;0.2;0;0;0;0;02:17,5;3;3;;5.5;78.545
51;Recording207;2;7;2CV;YES;02:18,0;0.26;1.72;1.3;0.2;0.52;0;0;02:23,6;5;5;;5.6;71.429
52;Recording213;2;7;2CV;YES;02:19,1;1.78;0.74;0.18;1.6;0;0;0;02:26,1;4;4;;7.0;61.429
53;Recording217;2;7;2CV;YES;02:12,9;1.44;2.06;0;0;0;0;0;02:17,8;2;2;;4.9;71.429
54;Recording223;2;7;2CV;YES;02:09,5;5.121;0;0;0;0;0;0;02:15,3;1;1;;5.8;88.293
54;Recording220;2;7;2CV;YES;02:07,0;0.84;0.32;0.46;0;0;0;0;02:10,8;3;3;;3.8;42.632
55;Recording227;2;7;2CV;YES;01:51,2;0.38;0.64;0.44;0.16;0;0;0;01:54,9;4;4;;3.7;43.784
56;Recording232;1;7;2CV;YES;02:19,8;1.64;0.06;0.4;0;0;0;0;02:22,3;3;3;;2.5;84.0
56;Recording229;1;7;2CV;YES;02:35,9;2.2;0;0;0;0;0;0;02:38,3;1;1;;2.4;91.667
57;Recording236;2;7;2CV;YES;02:21,2;1.08;2.26;1.7;0;0;0;0;02:31,7;3;3;;10.5;48.0
57;Recording233;2;7;2CV;YES;02:26,9;3.541;0.3;0;0;0;0;0;02:32,4;1;2;;5.5;69.836
58;Recording240;3;7;2CV;YES;01:48,8;0.18;0.36;0.6;0.08;0;0;0;01:53,5;4;4;;4.7;25.957
