Participant;Record_Name;Track;Hazard_number;Hazard_type;Seen;First fixation time;First fixation;Second fixation;Third fixation;Fouth fixation;Fifth fixation;Sixth fixation;Seventh fixation;Cross event;Detections;Fixations;Remarks;Detection laps;Percentage of fixation during hazard
2;Recording009;3;4;4AV;YES;01:18,7;2.12;0.42;0;0;0;0;0;01:23,0;2;2;;4.3;59.07
2;Recording005;3;4;4AV;YES;01:30,6;2.961;0.44;0;0;0;0;0;01:36,2;2;2;No events ;5.6;60.732
4;Recording014;3;4;4AV;YES;00:57,7;1.36;0.28;1.4;0.38;0;0;0;01:04,0;4;4;;6.3;54.286
4;Recording011;3;4;4AV;YES;01:02,3;2.42;0.62;1;0.58;0;0;0;01:08,8;4;4;;6.5;71.077
5;Recording016;3;4;4AV;YES;00:55,7;0.84;1.04;0.54;0.28;0;0;0;01:00,4;4;4;;4.7;57.447
6;Recording033;3;4;4AV;YES;01:12,8;0.86;2.16;0;0;0;0;0;01:17,4;2;2;;4.6;65.652
6;Recording030;3;4;4AV;YES;01:16,9;0.9;3.121;1.38;0;0;0;0;01:24,9;3;3;;8.0;67.513
7;Recording036;3;4;4AV;YES;01:17,6;0.62;0;0;0;0;0;0;01:19,8;1;1;;2.2;28.182
8;Recording039;3;4;4AV;YES;01:00,1;0.86;0.46;0.66;0.42;1.5;0.54;0;01:07,2;6;6;;7.1;62.535
9;Recording044;3;4;4AV;YES;01:21,2;0.48;1.92;0.2;0.22;0.06;0;0;01:27,7;5;5;;6.5;44.308
11;Recording048;3;4;4AV;YES;01:12,0;0.82;1.86;1.92;0.84;0;0;0;01:19,3;4;4;;7.3;74.521
12;Recording054;3;4;4AV;YES;00:57,4;0.72;0.46;0.8;0;0;0;0;01:02,6;3;3;;5.2;38.077
12;Recording051;3;4;4AV;YES;00:56,8;0.78;0.66;1.86;0;0;0;0;01:01,6;3;3;;4.8;68.75
13;Recording057;3;4;4AV;YES;01:04,7;0.94;0.52;0.56;2.54;0.26;0;0;01:13,1;5;5;;8.4;57.381
14;Recording061;3;4;4AV;YES;00:51,2;3.441;0;0;0;0;0;0;00:55,2;1;1;;4.0;86.025
15;Recording066;3;4;4AV;YES;01:10,3;3.41;1.16;0;0;0;0;0;01:15,9;2;2;;5.6;81.607
16;Recording070;3;4;4AV;YES;01:00,4;1.3;0.94;1.04;0.46;0.5;1;0;01:09,0;6;6;;8.6;60.93
17;Recording074;3;4;4AV;YES;01:02,9;1.08;0.98;0.86;0.32;0;0;0;01:07,8;4;4;;4.9;66.122
18;Recording080;3;4;4AV;YES;00:59,9;1.04;1.66;0.5;0.34;0.26;0;0;01:07,7;5;5;;7.8;48.718
18;Recording077;3;4;4AV;YES;01:03,9;0.34;1.54;1.3;0.46;0;0;0;01:10,0;4;4;;6.1;59.672
20;Recording084;3;4;4AV;YES;00:51,3;1.04;0.68;0.28;0;0;0;0;00:55,6;3;3;;4.3;46.512
20;Recording081;3;4;4AV;YES;01:05,6;0.98;1.36;0.46;0;0;0;0;01:10,8;3;3;;5.2;53.846
21;Recording087;3;4;4AV;YES;00:59,5;1.6;0.26;0.18;0;0;0;0;01:02,8;3;3;;3.3;61.818
22;Recording090;3;4;4AV;YES;01:01,7;0.18;2.04;1.98;0.4;0;0;0;01:07,9;4;4;;6.2;74.194
23;Recording095;3;4;4AV;YES;01:01,3;1.2;0.5;0;0;0;0;0;01:05,1;2;2;;3.8;44.737
24;Recording100;3;4;4AV;YES;01:01,6;1.46;0.26;0.66;0;0;0;0;01:06,2;3;3;;4.6;51.739
24;Recording097;3;4;4AV;YES;01:17,9;0.56;1.06;0.6;0.28;0;0;0;01:23,2;4;4;;5.3;47.17
25;Recording102;3;4;4AV;YES;00:55,8;0.58;0.58;0.64;0.3;0;0;0;01:04,7;4;4;;8.9;23.596
27;Recording107;3;4;4AV;YES;01:05,9;0.42;0.58;0.52;0.44;0;0;0;01:10,5;4;4;;4.6;42.609
28;Recording110;3;4;4AV;YES;01:08,9;1.58;1.314;0;0;0;0;0;01:13,8;2;2;;4.9;59.061
29;Recording115;3;4;4AV;YES;00:59,7;0.44;3.361;0;0;0;0;0;01:05,0;2;2;;5.3;71.717
30;Recording120;3;4;4AV;YES;01:10,0;0.7;1.58;0.82;0;0;0;0;01:16,2;3;3;;6.2;50.0
30;Recording117;3;4;4AV;YES;01:15,6;1;0.24;0.6;0.24;0.56;2.12;0;01:23,9;6;6;3 and 4 together;8.3;57.349
31;Recording123;3;4;4AV;YES;01:05,0;2.46;0.26;0.4;0;0;0;0;01:11,4;3;3;;6.4;48.75
33;Recording131;3;4;4AV;YES;01:04,8;0.68;2.16;0;0;0;0;0;01:08,3;2;2;;3.5;81.143
34;Recording135;3;4;4AV;YES;01:19,0;0.36;0.28;0;0;0;0;0;01:21,6;2;2;;2.6;24.615
36;Recording146;3;4;4AV;YES;01:08,6;0.1;0.6;0;0;0;0;0;01:11,5;2;2;;2.9;24.138
36;Recording143;3;4;4AV;YES;01:03,7;0.72;0.68;0.18;0;0;0;0;01:07,0;3;3;;3.3;47.879
38;Recording154;3;4;4AV;YES;01:16,3;3.521;1.5;0;0;0;0;0;01:23,6;2;2;;7.3;68.781
38;Recording151;3;4;4AV;YES;01:14,8;5.301;0.54;0;0;0;0;0;01:21,4;2;2;;6.6;88.5
39;Recording158;3;4;4AV;YES;00:56,4;1.04;2.18;0.32;0;0;0;0;01:02,7;3;3;;6.3;56.19
39;Recording155;3;4;4AV;YES;01:09,9;2.82;0.44;0;0;0;0;0;01:14,8;2;2;;4.9;66.531
40;Recording162;3;4;4AV;YES;01:24,7;0.46;0.58;0.52;0.82;1.32;0.52;0.12;01:32,6;5;7;;7.9;54.937
41;Recording167;3;4;4AV;YES;00:50,8;0.78;0.98;0;0;0;0;0;00:54,5;2;2;;3.7;47.568
42;Recording170;3;4;4AV;YES;01:07,9;0.5;0.76;0;0;0;0;0;01:12,0;2;2;;4.1;30.732
43;Recording177;3;4;4AV;YES;00:52,6;0.56;1.5;0.6;0.54;0;0;0;00:58,1;4;4;;5.5;58.182
44;Recording181;3;4;4AV;YES;02:18,2;0.84;0.38;0.36;1.24;0.74;0.66;1.3;02:27,9;7;7;;9.7;56.907
45;Recording186;3;4;4AV;YES;00:58,5;0.46;0.64;0.66;0.66;0;0;0;01:03,3;4;4;;4.8;50.417
46;Recording191;3;4;4AV;YES;00:55,7;0.84;1.36;0.38;0;0;0;0;00:59,3;3;3;;3.6;71.667
47;Recording194;3;4;4AV;YES;01:11,6;0.54;2.3;0;0;0;0;0;01:15,0;2;2;Lot of offset now;3.4;83.529
48;Recording196;3;4;4AV;YES;00:58,9;0.94;0.8;0;0;0;0;0;01:04,0;2;2;;5.1;34.118
49;Recording202;3;4;4AV;YES;01:03,3;0.72;0.6;0.67;2.065;0;0;0;01:08,9;4;4;;5.6;72.411
49;Recording199;3;4;4AV;YES;00:54,9;0.5;0.44;0.74;0.3;1.36;0;0;01:02,6;5;5;3, 4 together;7.7;43.377
50;Recording204;3;4;4AV;YES;01:01,9;0.6;0.84;0;0;0;0;0;01:05,4;2;2;;3.5;41.143
51;Recording211;3;4;4AV;YES;01:04,6;2.3;1.46;0.3;0.34;0;0;0;01:09,9;4;4;;5.3;83.019
52;Recording215;3;4;4AV;YES;01:05,8;0.7;0.58;0.06;0.08;0;0;0;01:09,1;4;4;;3.3;43.03
52;Recording212;3;4;4AV;YES;01:07,2;0.68;0.92;0.54;0;0;0;0;01:12,3;3;3;;5.1;41.961
53;Recording218;3;4;4AV;YES;00:58,3;0.36;0.52;1.12;1.6;0;0;0;01:05,4;4;4;;7.1;50.704
54;Recording221;3;4;4AV;YES;00:55,7;2.941;0;0;0;0;0;0;00:59,4;0;0;;3.7;79.486
55;Recording228;3;4;4AV;YES;00:47,4;0.78;0.82;0.7;0;0;0;0;00:53,1;3;3;;5.7;40.351
55;Recording224;3;4;4AV;YES;00:51,5;3.321;0;0;0;0;0;0;00:55,8;1;1;;4.3;77.233
56;Recording230;3;4;4AV;YES;00:58,5;0.76;0.16;0.78;0.96;0.78;0;0;01:04,9;5;5;;6.4;53.75
57;Recording234;1;4;4AV;YES;01:41,7;1.48;0;0;0;0;0;0;01:45,2;1;1;;3.5;42.286
58;Recording238;2;4;4AV;YES;01:32,8;1.88;0;0;0;0;0;0;01:36,5;1;1;;3.7;50.811
59;Recording242;2;4;4AV;YES;01:19,9;0.6;0;0;0;0;0;0;01:23,7;1;1;look in front of bus stop, does it count?;3.8;15.789
60;Recording246;3;4;4AV;YES;01:01,2;3.081;0.6;0;0;0;0;0;01:07,1;2;2;;5.9;62.39
61;Recording253;3;4;4AV;YES;01:00,6;1.42;0.4;0.36;0;0;0;0;01:06,3;3;3;;5.7;38.246
61;Recording249;3;4;4AV;YES;00:50,6;4.491;0;0;0;0;0;0;00:56,3;1;1;;5.7;78.789
62;Recording255;3;4;4AV;YES;00:52,1;1.4;0;0;0;0;0;0;00:54,5;1;1;;2.4;58.333
63;Recording260;3;4;4AV;YES;00:50,1;0.84;1.02;0;0;0;0;0;00:54,3;2;2;;4.2;44.286
64;Recording266;3;4;4AV;YES;01:00,2;0.52;0.46;0.68;3.161;0;0;0;01:06,4;4;4;;6.2;77.758
64;Recording262;3;4;4AV;YES;01:11,5;1;2.56;0;0;0;0;0;01:17,5;2;2;;6.0;59.333
65;Recording269;3;4;4AV;YES;01:16,6;0.98;0.58;0.38;0;0;0;0;01:20,8;3;3;;4.2;46.19
66;Recording272;3;4;4AV;YES;01:03,2;1.46;0.74;0.36;0.12;0.38;0;0;01:08,5;5;5;;5.3;57.736
67;Recording279;3;4;4AV;YES;01:00,7;0.52;0.82;1.04;0.26;0;0;0;01:05,8;4;4;;5.1;51.765
67;Recording275;3;4;4AV;YES;00:57,3;1.76;1.3;0;0;0;0;0;01:02,1;2;2;;4.8;63.75
68;Recording281;3;4;4AV;YES;01:11,7;0.84;0.64;0.36;0;0;0;0;01:15,7;2;3;;4.0;46.0
