Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
46;Recording191;3;1;6CV;YES;00:16,0;1,4;0;0;0;0;0;0;00:18,5;1;1;
46;Recording191;3;2;4CH;YES;00:19,9;0,68;2,7;0,42;0;0;0;0;00:24,2;3;3;
46;Recording191;3;3;5AH;YES;00:37,9;0,74;0;0;0;0;0;0;00:38,9;1;1;Didn't turn the head, but was looking after the bus
46;Recording191;3;4;4AV;YES;00:55,7;0,84;1,36;0,38;0;0;0;0;00:59,3;3;3;
46;Recording191;3;5;5CH;YES;01:07,0;1,4;0,22;0,12;0;0;0;0;01:09,0;3;3;Didn't turn the head, but was looking after the bus
46;Recording191;3;6;2CH;YES;01:26,5;0,28;1,8;0,92;0,5;0;0;0;01:33,9;3;4;
46;Recording191;3;7;3CV;YES;01:46,0;8,962;0;0;0;0;0;0;01:55,4;1;1;
46;Recording191;3;8;1AV;YES;02:20,6;1,237;0,28;0,52;0;0;0;0;02:25,1;3;3;
46;Recording190;1;1;1AH;YES;00:13,4;0,58;3,081;0;0;0;0;0;00:20,0;2;2;offset
46;Recording190;1;2;2CH;YES;00:41,4;0,3;3,361;0,2;0,22;0;0;0;00:46,9;4;4;
46;Recording190;1;3;2AV;YES;01:02,5;0,62;0,64;2,16;0;0;0;0;01:08,9;3;3;
46;Recording190;1;4;5CV;YES;01:27,3;0,3;0;0;0;0;0;0;01:29,9;1;1;
46;Recording190;1;5;1CV;YES;01:47,5;0,98;1,64;0,14;0;0;0;0;01:52,3;2;3;
46;Recording190;1;6;6AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;almost impossible to see
46;Recording190;1;7;4AH;YES;02:04,7;2,7;0,22;0;0;0;0;0;02:10,5;2;2;
46;Recording190;1;8;6CH;YES;02:20,1;0,44;0,48;0;0;0;0;0;02:21,1;2;2;
46;Recording189;2;1;1CH;YES;00:18,4;2,74;0;0;0;0;0;0;00:22,8;1;1;
46;Recording189;2;2;2AH;YES;00:44,8;0,28;1,66;0,78;0;0;0;0;00:49,5;3;3;
46;Recording189;2;3;4CV;YES;01:06,3;0,36;2,4;1,5;0,42;0,3;0;0;01:13,2;5;5;4 and 5 together
46;Recording189;2;4;5AV;YES;01:32,0;0,26;0,42;0;0;0;0;0;01:36,0;2;2;
46;Recording189;2;5;3AV;YES;01:36,8;0,26;1,38;0,82;0,16;2,46;0,38;0,32;01:44,3;5;7;3 and 4 together
46;Recording189;2;6;3AH;YES;01:54,1;0,72;0,66;0,48;0,26;4,141;0,14;0,56;02:03,7;5;7;
46;Recording189;2;7;2CV;YES;02:16,4;2,76;0,16;0;0;0;0;0;02:20,8;1;2;
46;Recording189;2;8;6AH;YES;02:33,6;0,3;0;0;0;0;0;0;02:34,7;1;1;
