Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
56;Recording232;1;1;1CH;YES;00:11,8;0,84;1,36;3,187;0;0;0;0;00:20,6;3;3;Quality is pretty ok
56;Recording232;1;2;2AH;YES;00:46,2;1,06;0;0;0;0;0;0;00:47,4;1;1;Saw it at last moment
56;Recording232;1;3;4CV;YES;01:03,1;0,32;0,22;0,94;0,58;0,94;1,4;0;01:13,7;6;6;
56;Recording232;1;4;5AV;YES;01:36,8;0,68;0;0;0;0;0;0;01:38,4;1;1;
56;Recording232;1;5;3AV;YES;01:53,3;0,22;0,38;3,161;0,26;0;0;0;02:02,1;4;4;
56;Recording232;1;6;3AH;YES;02:08,5;1,72;0,3;0;0;0;0;0;02:11,7;2;2;
56;Recording232;1;7;2CV;YES;02:19,8;1,64;0,06;0,4;0;0;0;0;02:22,3;3;3;
56;Recording232;1;8;6AH;YES;02:32,3;0,34;0;0;0;0;0;0;02:33,4;1;1;
56;Recording231;2;1;1AH;YES;00:10,1;0,74;3,161;3,581;0;0;0;0;00:20,9;2;3;
56;Recording231;2;2;2CH;YES;00:41,9;0,52;3,401;0;0;0;0;0;00:47,0;2;2;
56;Recording231;2;3;2AV;YES;01:08,0;0,3;1,46;0,851;2,471;1,44;0;0;01:16,1;4;5;
56;Recording231;2;4;5CV;YES;01:37,9;0,38;0;0;0;0;0;0;01:39,5;1;1;
56;Recording231;2;5;1CV;YES;01:39,6;0,65;1,98;0,82;0,12;0;0;0;01:47,9;4;4;
56;Recording231;2;6;6AV;YES;01:59,8;1,5;1,98;0,1;1,14;0,2;0;0;02:05,4;4;5;
56;Recording231;2;7;4AH;YES;02:17,8;0,38;0,56;1,14;0,84;0,4;0;0;02:22,5;5;5;
56;Recording231;2;8;6CH;YES;02:32,6;0,96;1,26;0,1;0;0;0;0;02:37,0;3;3;Saw it well in advance!
56;Recording230;3;1;6CV;YES;00:16,4;0,72;0,51;0;0;0;0;0;00:19,3;2;2;
56;Recording230;3;2;4CH;YES;00:22,5;1,92;1,1;0;0;0;0;0;00:25,9;2;2;
56;Recording230;3;3;5AH;YES;00:39,5;3,321;0,64;0;0;0;0;0;00:43,9;2;2;Look along the bus and then after the bus
56;Recording230;3;4;4AV;YES;00:58,5;0,76;0,16;0,78;0,96;0,78;0;0;01:04,9;5;5;
56;Recording230;3;5;5CH;YES;01:18,0;0,52;1,04;0,22;0,3;0;0;0;01:21,0;4;4;
56;Recording230;3;6;2CH;YES;01:41,1;0,34;0;0;0;0;0;0;01:47,0;1;1;Saw it and forgot after
56;Recording230;3;7;3CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
56;Recording230;3;8;1AV;YES;02:24,9;0,92;2,2;0,6;0;0;0;0;02:33,0;3;3;
56;Recording229;1;1;1CH;YES;00:19,4;0,46;1,2;0,6;0,44;0,36;0,86;0,3;00:33,8;2;7+;
56;Recording229;1;2;2AH;YES;01:00,7;0,3;1,72;0,32;0;0;0;0;01:05,2;3;3;
56;Recording229;1;3;4CV;YES;01:18,9;0,78;0,2;2,46;0,3;0,22;0,3;0,58;01:32,7;3;7;
56;Recording229;1;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
56;Recording229;1;5;3AV;YES;02:15,0;0,34;3,021;0,4;0;0;0;0;02:20,0;2;3;
56;Recording229;1;6;3AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see
56;Recording229;1;7;2CV;YES;02:35,9;2,2;0;0;0;0;0;0;02:38,3;1;1;
56;Recording229;1;8;6AH;YES;02:48,4;0,44;1,12;0;0;0;0;0;02:51,3;2;2;
