Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
49;Recording202;3;1;6CV;YES;00:18,8;0,34;0,36;0;0;0;0;0;00:20,9;2;2;1 and 2 together
49;Recording202;3;2;4CH;YES;00:22,5;0,48;0,68;0,72;2,64;0;0;0;00:28,9;4;4;
49;Recording202;3;3;5AH;YES;00:44,5;1,22;0,9;0;0;0;0;0;00:46,7;2;2;try to look after the bus
49;Recording202;3;4;4AV;YES;01:03,3;0,72;0,6;0,67;2,065;0;0;0;01:08,9;4;4;
49;Recording202;3;5;5CH;YES;01:15,6;0,26;1,06;0;0;0;0;0;01:19,5;2;2;
49;Recording202;3;6;2CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;mesh not activated, but has seen it
49;Recording202;3;7;3CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;mesh not activated, but has seen it
49;Recording202;3;8;1AV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;mesh not activated, but has seen it
49;Recording201;2;1;1CH;YES;00:16,7;0,68;2,1;0,54;0;0;0;0;00:23,1;2;3;a bit of offset
49;Recording201;2;2;2AH;YES;00:45,3;0,96;1,62;0;0;0;0;0;00:49,6;2;2;
49;Recording201;2;3;4CV;YES;01:05,0;1,56;0,68;0,16;0;0;0;0;01:11,8;3;3;
49;Recording201;2;4;5AV;YES;01:28,6;0,36;0,64;0;0;0;0;0;01:33,3;2;2;
49;Recording201;2;5;3AV;YES;01:36,0;0,44;0,58;0,22;0,22;0,46;0,54;0,48;01:46,3;5;7+;3, 4, 5,6, 7 together
49;Recording201;2;6;3AH;YES;01:59,0;0,48;0,52;0,2;1,5;0,4;0,8;0,12;02:12,0;6;7+;5 and 6 together
49;Recording201;2;7;2CV;YES;02:24,6;0,3;0,46;1,04;1,34;0;0;0;02:31,9;3;4;
49;Recording201;2;8;6AH;YES;02:44,3;0,52;0,52;0,34;0;0;0;0;02:49,3;2;3;
49;Recording200;1;1;1AH;YES;00:12,3;0,66;0,42;3,261;0,28;0,18;0;0;00:22,0;3;5;3 and 4 together
49;Recording200;1;2;2CH;YES;00:42,3;0,9;0,58;1,12;0;0;0;0;00:47,6;3;3;
49;Recording200;1;3;2AV;YES;01:05,1;0,82;0,58;2,02;0,74;0,36;0;0;01:16,1;3;5;
49;Recording200;1;4;5CV;YES;01:38,5;0,74;0,34;0;0;0;0;0;01:43,6;2;2;
49;Recording200;1;5;1CV;YES;02:02,2;0,5;3,1;0,2;0,28;0,18;0;0;02:11,0;2;5;
49;Recording200;1;6;6AV;YES;02:18,8;0,54;0,32;0,36;0;0;0;0;02:21,5;3;3;1, 2, 3 together
49;Recording200;1;7;4AH;YES;02:29,2;2,1;0;0;0;0;0;0;02:31,3;1;1;
49;Recording200;1;8;6CH;YES;02:40,3;0,12;0,38;0,48;0;0;0;0;02:41,9;3;3;2 and 3 together
49;Recording199;3;1;6CV;YES;00:18,0;0,28;0,34;0;0;0;0;0;00:20,1;2;2;
49;Recording199;3;2;4CH;YES;00:21,5;0,72;1,14;1,42;0;0;0;0;00:25,9;3;3;
49;Recording199;3;3;5AH;YES;00:38,0;1,98;0;0;0;0;0;0;00:40,5;1;1;try to look after the bus
49;Recording199;3;4;4AV;YES;00:54,9;0,5;0,44;0,74;0,3;1,36;0;0;01:02,6;5;5;3, 4 together
49;Recording199;3;5;5CH;YES;01:10,4;1,36;0,56;0;0;0;0;0;01:13,0;2;2;try to look after the bus
49;Recording199;3;6;2CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;was looking in the side mirrors
49;Recording199;3;7;3CV;YES;01:44,9;0,78;0;0;0;0;0;0;01:52,9;1;1;lost it quite fast
49;Recording199;3;8;1AV;YES;02:14,7;2,32;0,8;0,14;0,32;0,86;1,04;0;02:24,9;1;6;
