Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
65;Recording270;1;1;1AH;YES;00:13,2;2,921;2,78;0,56;0;0;0;0;00:21,4;3;3;
65;Recording270;1;2;2CH;YES;00:40,7;0,32;1,78;0;0;0;0;0;00:47,3;2;2;
65;Recording270;1;3;2AV;YES;01:02,6;0,34;0,34;1,52;0;0;0;0;01:09,8;3;3;
65;Recording270;1;4;5CV;YES;01:09,0;0,6;0,62;0;0;0;0;0;01:33,9;2;2;
65;Recording270;1;5;1CV;YES;01:51,7;3,081;0,64;0;0;0;0;0;01:59,4;1;2;
65;Recording270;1;6;6AV;YES;02:06,7;1,26;0;0;0;0;0;0;02:09,3;1;1;
65;Recording270;1;7;4AH;YES;02:15,6;2,84;0;0;0;0;0;0;02:19,2;1;1;Was fixing the truck before seing it
65;Recording270;1;8;6CH;YES;02:28,5;0,98;0,06;0,34;0,06;0;0;0;02:30,9;4;4;
65;Recording269;3;1;6CV;YES;00:24,1;1,32;0,8;0;0;0;0;0;00:28,2;2;2;
65;Recording269;3;2;4CH;YES;00:29,6;2,06;0,6;0,62;0;0;0;0;00:33,7;3;3;
65;Recording269;3;3;5AH;YES;00:47,4;0,54;0,64;0,16;0,68;0,4;0,24;0,22;00:57,8;7;7;tries to look from far at the front of the bus and then a lot of short moves
65;Recording269;3;4;4AV;YES;01:16,6;0,98;0,58;0,38;0;0;0;0;01:20,8;3;3;
65;Recording269;3;5;5CH;YES;01:28,4;3,081;0;0;0;0;0;0;01:32,8;1;1;stares at the front of the bus from far
65;Recording269;3;6;2CH;YES;01:49,6;1,16;1,76;0,18;0,08;0;0;0;01:56,2;4;4;
65;Recording269;3;7;3CV;YES;02:11,6;0,62;1,5;3,281;0;0;0;0;02:18,8;3;3;
65;Recording269;3;8;1AV;YES;02:41,9;1,68;1;0,98;0,44;0,56;0;0;02:49,6;3;5;The first three fixations are in a raw, the driver is adapting to the moving position, but looking somewhere else in between.
65;Recording268;2;1;1CH;YES;00:27,0;0,84;2,7;0;0;0;0;0;00:32,0;2;2;
65;Recording268;2;2;2AH;YES;00:51,2;0,5;0,26;0,22;0;0;0;0;00:56,6;3;3;
65;Recording268;2;3;4CV;YES;01:13,3;1,74;1,16;0,68;0,36;0;0;0;01:19,3;3;3;
65;Recording268;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
65;Recording268;2;5;3AV;YES;01:42,8;0,68;0,3;1,44;1,58;0;0;0;01:49,1;4;4;
65;Recording268;2;6;3AH;YES;02:01,9;1,04;0,26;1,48;1,16;0,48;0;0;02:07,3;5;5;
65;Recording268;2;7;2CV;YES;02:23,8;3,814;0;0;0;0;0;0;02:28,6;1;1;
65;Recording268;2;8;6AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;was hard to see
65;Recording267;1;1;1AH;YES;00:21,7;0,48;1,08;1,4;0;0;0;0;00:26,3;3;3;2 and 3 together
65;Recording267;1;2;2CH;YES;00:47,9;0,14;2,06;0;0;0;0;0;00:53,2;2;2;
65;Recording267;1;3;2AV;YES;01:07,0;0,86;0,48;1,14;0,8;2,1;0;0;01:17,0;5;5;
65;Recording267;1;4;5CV;YES;01:36,5;0,26;0,22;0,64;0,08;0,6;0;0;01:44,0;5;5;
65;Recording267;1;5;1CV;YES;02:00,6;0,54;3;0,54;0,62;0;0;0;02:10,4;2;4;
65;Recording267;1;6;6AV;YES;02:17,8;1,28;0,18;0;0;0;0;0;02:22,2;2;2;
65;Recording267;1;7;4AH;YES;02:30,0;2,428;0;0;0;0;0;0;02:33,2;1;1;
65;Recording267;1;8;6CH;YES;02:42,7;0,84;0;0;0;0;0;0;02:45,3;1;1;
