Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
50;Recording206;1;1;1AH;YES;00:12,2;0,68;2,36;0;0;0;0;0;00:16,8;2;2;offset
50;Recording206;1;2;2CH;YES;00:34,2;0,4;0,24;0,2;0,68;0;0;0;00:40,6;4;4;
50;Recording206;1;3;2AV;YES;00:55,7;2,14;0,24;1,7;0;0;0;0;01:01,2;3;3;
50;Recording206;1;4;5CV;YES;01:20,0;0,74;0;0;0;0;0;0;01:20,9;1;1;
50;Recording206;1;5;1CV;YES;01:39,3;2,549;0;0;0;0;0;0;01:42,9;1;1;
50;Recording206;1;6;6AV;YES;01:47,4;2,38;0;0;0;0;0;0;01:50,3;1;1;
50;Recording206;1;7;4AH;YES;01:57,6;1,02;0;0;0;0;0;0;01:59,9;1;1;
50;Recording206;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;visible late
50;Recording205;2;1;1CH;YES;00:16,9;0,68;2,18;0,02;0;0;0;0;00:22,9;3;3;2 and 3 together
50;Recording205;2;2;2AH;YES;00:43,9;1,18;2,32;0;0;0;0;0;00:49,3;2;2;offset
50;Recording205;2;3;4CV;YES;01:06,7;1,84;3,241;0,64;0;0;0;0;01:14,8;2;3;
50;Recording205;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to guess due to offset
50;Recording205;2;5;3AV;YES;01:38,6;0,6;0,32;0,44;0,58;0,14;0;0;01:43,4;5;5;
50;Recording205;2;6;3AH;YES;01:54,7;0,52;0,82;1,5;1,4;0;0;0;02:00,3;4;4;
50;Recording205;2;7;2CV;YES;02:10,2;0,68;3,081;0;0;0;0;0;02:14,6;2;2;
50;Recording205;2;8;6AH;YES;02:28,1;0,12;0;0;0;0;0;0;02:28,7;1;1;hard to see it
50;Recording204;3;1;6CV;YES;00:21,0;0,82;0;0;0;0;0;0;00:22,4;0;0;
50;Recording204;3;2;4CH;YES;00:24,4;0,88;0,74;0,22;0,32;0;0;0;00:31,5;2;4;
50;Recording204;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
50;Recording204;3;4;4AV;YES;01:01,9;0,6;0,84;0;0;0;0;0;01:05,4;2;2;
50;Recording204;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
50;Recording204;3;6;2CH;YES;01:32,4;0,5;0;0;0;0;0;0;01:36,4;1;1;lost it 
50;Recording204;3;7;3CV;YES;01:49,3;1,295;0,2;2,03;0,671;1,22;0,54;0,94;01:56,6;7;7;
50;Recording204;3;8;1AV;YES;02:17,8;2,2;0,6;1,12;0,38;0;0;0;02:25,0;2;4;
50;Recording203;1;1;1AH;YES;00:17,1;0,24;2,14;0;0;0;0;0;00:21,4;2;2;
50;Recording203;1;2;2CH;YES;00:41,6;1,02;0,7;1,3;0;0;0;0;00:47,6;3;3;
50;Recording203;1;3;2AV;YES;01:02,7;0,34;1,1;0,72;0,18;1,58;0;0;01:10,1;5;5;
50;Recording203;1;4;5CV;YES;01:26,5;0,26;0,24;0;0;0;0;0;01:34,6;2;2;
50;Recording203;1;5;1CV;YES;01:52,2;4,601;1,18;0,42;0,92;1,32;0;0;02:04,3;1;5;
50;Recording203;1;6;6AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see
50;Recording203;1;7;4AH;YES;02:17,9;3,241;0;0;0;0;0;0;02:21,8;1;1;
50;Recording203;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
