Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
63;Recording261;2;1;1CH;YES;00:13,9;0,28;3,981;0;0;0;0;0;00:19,6;2;2;Offset 
63;Recording261;2;2;2AH;YES;00:41,0;0,88;0;0;0;0;0;0;00:42,7;1;1;
63;Recording261;2;3;4CV;YES;01:00,2;0,8;0,76;0;0;0;0;0;01:04,4;2;2;
63;Recording261;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
63;Recording261;2;5;3AV;YES;01:24,6;0,88;0,48;0,72;0;0;0;0;01:30,7;3;3;
63;Recording261;2;6;3AH;YES;01:42,5;0,48;0,92;0,48;0,06;0;0;0;01:46,6;4;4;2 and 3 together
63;Recording261;2;7;2CV;YES;01:56,4;0,76;1,3;0,28;0;0;0;0;02:00,9;3;3;
63;Recording261;2;8;6AH;YES;02:13,4;0,18;0;0;0;0;0;0;02:13,8;1;1;
63;Recording260;3;1;6CV;NO ;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;Not easy to see
63;Recording260;3;2;4CH;YES;00:19,4;0,68;1,24;0;0;0;0;0;00:22,6;2;2;
63;Recording260;3;3;5AH;YES;00:33,9;1,42;0;0;0;0;0;0;00:35,6;1;1;
63;Recording260;3;4;4AV;YES;00:50,1;0,84;1,02;0;0;0;0;0;00:54,3;2;2;
63;Recording260;3;5;5CH;YES;01:01,5;1,1;0,56;0;0;0;0;0;01:03,3;2;2;
63;Recording260;3;6;2CH;YES;01:19,9;0,6;0;0;0;0;0;0;01:23,2;1;1;he lost it on the way
63;Recording260;3;7;3CV;YES;01:39,4;1,96;1,96;1,1;0;0;0;0;01:45,7;3;3;
63;Recording260;3;8;1AV;YES;02:04,6;3;0,2;0,2;0;0;0;0;02:10,8;3;3;
63;Recording259;1;1;1AH;YES;00:11,6;0,44;3,221;0,64;0,18;0;0;0;00:18,6;2;4;2 and 3 together
63;Recording259;1;2;2CH;YES;00:37,9;0,58;0,44;0,32;0;0;0;0;00:42,5;3;3;
63;Recording259;1;3;2AV;YES;00:58,0;0,38;1,78;0;0;0;0;0;01:03,9;2;2;
63;Recording259;1;4;5CV;YES;01:22,1;0,46;0,16;0,32;0;0;0;0;01:24,8;3;3;
63;Recording259;1;5;1CV;YES;01:42,4;2,14;0,2;0;0;0;0;0;01:47,2;2;2;
63;Recording259;1;6;6AV;YES;01:53,9;0,8;0;0;0;0;0;0;01:55,2;1;1;
63;Recording259;1;7;4AH;YES;01:59,5;1,12;0;0;0;0;0;0;02:04,3;1;1;
63;Recording259;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see
63;Recording258;2;1;1CH;YES;00:19,3;0,64;0;0;0;0;0;0;00:21,0;1;1;
63;Recording258;2;2;2AH;YES;00:41,6;0,62;1,52;0;0;0;0;0;00:45,7;2;2;
63;Recording258;2;3;4CV;YES;01:01,8;1,42;1,9;0;0;0;0;0;01:07,2;2;2;
63;Recording258;2;4;5AV;YES;01:26,0;0,16;0,2;0;0;0;0;0;01:27,5;2;2;
63;Recording258;2;5;3AV;YES;01:28,7;0,24;0,8;0,38;0,46;0,06;0;0;01:34,4;5;5;
63;Recording258;2;6;3AH;YES;01:44,8;0,64;0,34;0,42;0;0;0;0;01:49,8;3;3;
63;Recording258;2;7;2CV;YES;01:57,6;0,64;1,42;0;0;0;0;0;02:02,2;2;2;
63;Recording258;2;8;6AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;hard to see
