Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
64;Recording266;3;1;6CV;YES;00:24,5;0,6;0;0;0;0;0;0;00:26,8;1;1;
64;Recording266;3;2;4CH;YES;00:27,1;1;0;0;0;0;0;0;00:32,3;1;1;
64;Recording266;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
64;Recording266;3;4;4AV;YES;01:00,2;0,52;0,46;0,68;3,161;0;0;0;01:06,4;4;4;
64;Recording266;3;5;5CH;YES;01:14,2;0,64;0,44;0,22;0;0;0;0;01:16,2;3;3;
64;Recording266;3;6;2CH;YES;01:33,0;0,98;0,9;0;0;0;0;0;01:38,9;2;2;
64;Recording266;3;7;3CV;YES;01:58,3;0,6;0;0;0;0;0;0;01:59,9;1;1;
64;Recording266;3;8;1AV;YES;02:18,9;2,88;0,18;0;0;0;0;0;02:23,5;2;2;
64;Recording265;1;1;1AH;YES;00:26,2;0,38;3,661;0;0;0;0;0;00:36,8;2;2;
64;Recording265;1;2;2CH;YES;00:57,8;0,64;0,84;0;0;0;0;0;01:03,0;2;2;
64;Recording265;1;3;2AV;YES;01:16,8;0,5;0,18;1,52;0;0;0;0;01:25,9;3;3;
64;Recording265;1;4;5CV;YES;01:47,8;0,82;0;0;0;0;0;0;01:49,2;1;1;
64;Recording265;1;5;1CV;YES;02:06,8;2,2;0;0;0;0;0;0;02:12,4;1;1;
64;Recording265;1;6;6AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
64;Recording265;1;7;4AH;YES;02:27,3;2,44;0;0;0;0;0;0;02:30,4;1;1;
64;Recording265;1;8;6CH;YES;02:39,6;0,36;0;0;0;0;0;0;02:40,9;1;1;
64;Recording264;2;1;1CH;YES;00:27,5;0,74;1,52;0,28;0,16;0;0;0;00:33,4;2;4;
64;Recording264;2;2;2AH;YES;00:55,7;0,38;0;0;0;0;0;0;00:59,8;1;1;
64;Recording264;2;3;4CV;YES;01:15,8;0,36;0,4;0,16;0;0;0;0;01:21,3;3;3;
64;Recording264;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
64;Recording264;2;5;3AV;YES;01:44,8;0,44;0,1;0;0;0;0;0;01:49,4;2;2;Tendency of this participant to lose track of the pedestrian after noticing them
64;Recording264;2;6;3AH;YES;01:59,4;0,7;0,48;0;0;0;0;0;02:04,1;2;2;Tendency of this participant to lose track of the pedestrian after noticing them
64;Recording264;2;7;2CV;YES;02:14,7;0,2;0,98;0;0;0;0;0;02:19,9;2;2;
64;Recording264;2;8;6AH;YES;02:31,1;1,24;0;0;0;0;0;0;02:32,9;1;1;
64;Recording262;3;1;6CV;YES;00:30,9;0,18;0;0;0;0;0;0;00:34,2;1;1;
64;Recording262;3;2;4CH;YES;00:37,5;1,54;0,2;0;0;0;0;0;00:41,0;2;2;
64;Recording262;3;3;5AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
64;Recording262;3;4;4AV;YES;01:11,5;1;2,56;0;0;0;0;0;01:17,5;2;2;
64;Recording262;3;5;5CH;YES;01:24,8;1,78;0,24;0,28;0;0;0;0;01:27,5;3;3;All in a row, looking on the side
64;Recording262;3;6;2CH;YES;01:46,6;0,78;0,82;0;0;0;0;0;01:52,0;2;2;
64;Recording262;3;7;3CV;YES;02:10,7;1,52;0;0;0;0;0;0;02:12,9;1;1;
64;Recording262;3;8;1AV;YES;02:33,5;0,38;0,7;0,26;1,58;1,58;0,4;0;02:43,5;3;6;Note: looks at the breaks between 2nd and 3rd fixation and at the gear box between fifth and sixth. Might be interesting for y position.
