Participant;Record_Name;Track;Nr;Type;Seen;First time;First_fix;Sec_fix;Third_fix;Fourth_fix;Fifth_fix;Sixth_fix;Sev_th;Cross event;"""detection until""";Nb_fix;Remark
21;Recording088;1;1;1AH;YES;00:16,0;1,1;2;1,64;0;0;0;0;00:23,7;3;3;
21;Recording088;1;2;2CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording088;1;3;2AV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording088;1;4;5CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording088;1;5;1CV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording088;1;6;6AV;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording088;1;7;4AH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording088;1;8;6CH;CRASH;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording087;3;1;6CV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording087;3;2;4CH;YES;00:24,7;0,52;1,2;0,86;0,6;0;0;0;00:30,0;4;4;
21;Recording087;3;3;5AH;YES;00:41,8;2,6;0,12;0;0;0;0;0;00:44,8;2;2;look along the bus and then after
21;Recording087;3;4;4AV;YES;00:59,5;1,6;0,26;0,18;0;0;0;0;01:02,8;3;3;
21;Recording087;3;5;5CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording087;3;6;2CH;YES;01:30,6;0,68;0,76;0;0;0;0;0;01:34,1;2;2;
21;Recording087;3;7;3CV;YES;01:54,2;0,7;0;0;0;0;0;0;01:55,5;1;1;
21;Recording087;3;8;1AV;YES;02:14,6;0,82;2,16;0,1;0,18;0;0;0;02:19,9;4;4;3 and 4 together
21;Recording086;2;1;1CH;YES;00:24,9;2,3;0;0;0;0;0;0;00:29,9;1;1;
21;Recording086;2;2;2AH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording086;2;3;4CV;YES;01:11,7;1,98;0,976;0,14;0,3;0,12;0,14;0;01:20,0;6;6;
21;Recording086;2;4;5AV;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
21;Recording086;2;5;3AV;YES;01:46,0;0,6;0;0;0;0;0;0;01:46,6;1;1;
21;Recording086;2;6;3AH;YES;02:02,5;0,72;0;0;0;0;0;0;02:03,4;1;1;
21;Recording086;2;7;2CV;YES;02:11,9;0,6;0,78;0;0;0;0;0;02:16,6;2;2;
21;Recording086;2;8;6AH;YES;02:28,2;0,42;0;0;0;0;0;0;02:29,4;1;1;
21;Recording085;1;1;1AH;YES;00:26,5;0,82;0;0;0;0;0;0;00:28,6;1;1;
21;Recording085;1;2;2CH;YES;00:52,7;0,8;0;0;0;0;0;0;00:54,1;1;1;
21;Recording085;1;3;2AV;YES;01:08,7;1,18;0,98;0;0;0;0;0;01:14,2;2;2;
21;Recording085;1;4;5CV;YES;01:33,1;0,38;0;0;0;0;0;0;01:34,2;1;1;
21;Recording085;1;5;1CV;YES;01:51,1;2,08;0;0;0;0;0;0;01:54,7;1;1;
21;Recording085;1;6;6AV;YES;02:00,6;1,24;0;0;0;0;0;0;02:02,5;1;1;
21;Recording085;1;7;4AH;YES;02:06,9;1,76;2,04;0;0;0;0;0;02:11,7;2;2;
21;Recording085;1;8;6CH;NO;00:00,0;0;0;0;0;0;0;0;00:00,0;0;0;
